Word,Pronunciation,Syllables,Frequency
CRITTENDEN,"['K R IH', 'T EH N', 'D AH N']","['CRI', 'TTEN', 'DEN']",354668
CRITTENDON,"['K R IH', 'T AH N', 'D IH N']","['CRI', 'TTEN', 'DON']",16757
CRITTER,"['K R IH', 'T ER']","['CRI', 'TTER']",711175
CRITTERS,"['K R IH', 'T ER Z']","['CRI', 'TTERS']",1055985
CRITZ,['K R IH T S'],['CRITZ'],36005
CRIVELLI,"['K R IH', 'V EH', 'L IY']","['CRIVE', 'LLI']",28055
CRIVELLO,"['K R IH', 'V EH', 'L OW']","['CRIVE', 'LLO']",23037
CRO,['K R OW'],['CRO'],826599
CROAK,['K R OW K'],['CROAK'],169181
CROAKER,"['K R OW', 'K ER']","['CROA', 'KER']",93910
CROAKING,"['K R OW', 'K IH NG']","['CROA', 'KING']",58155
CROAT,"['K R OW', 'AA T']",['CROAT'],334462
CROATIA,"['K R OW', 'EY', 'SH AH']","['CROA', 'TIA']",10798841
CROATIAN,"['K R OW', 'EY', 'SH AH N']","['CROA', 'TIAN']",3223891
CROATIANS,"['K R OW', 'EY', 'SH AH N Z']","['CROA', 'TIANS']",37959
CROATS,"['K R OW', 'AA T S']",['CROATS'],202533
CROC,['K R AA K'],['CROC'],415866
CROCCO,"['K R AA', 'K OW']","['CRO', 'CCO']",18494
CROCE,"['K R OW', 'CH IY']",['CROCE'],356227
CROCK,['K R AA K'],['CROCK'],918524
CROCKER,"['K R AA', 'K ER']","['CRO', 'CKER']",1133130
CROCKERY,"['K R AA', 'K ER', 'IY']","['CRO', 'CKER', 'Y']",565243
CROCKETT,"['K R AA', 'K IH T']","['CRO', 'CKETT']",1008865
CROCODILE,"['K R AA', 'K AH', 'D AY L']","['CRO', 'CO', 'DILE']",1658300
CROCUSES,"['K R OW', 'K Y UW', 'S IH Z']","['CRO', 'CU', 'SES']",31779
CROFFORD,"['K R AA', 'F ER D']","['CRO', 'FFORD']",18509
CROFT,['K R AO F T'],['CROFT'],1468213
CROFTON,"['K R AA F', 'T AH N']","['CROF', 'TON']",311711
CROFTS,['K R AO F T S'],['CROFTS'],174922
CROGHAN,"['K R AA', 'G AH N']","['CROG', 'HAN']",68556
CROISSANT,"['K W AA', 'S AA N T']","['CROI', 'SSANT']",206949
CROISSANTS,"['K W AA', 'S AA N T S']","['CROI', 'SSANTS']",164369
CROIX,['K R OY'],['CROIX'],1871912
CROKE,['K R OW K'],['CROKE'],119564
CROLL,['K R OW L'],['CROLL'],58633
CROM,['K R AA M'],['CROM'],82702
CROMBIE,"['K R AA M', 'B IY']","['CROM', 'BIE']",111105
CROMIE,"['K R AA', 'M IY']","['CRO', 'MIE']",22304
CROMPTON,"['K R AA M', 'P T AH N']",['CROMPTON'],236423
CRON,['K R AA N'],['CRON'],1606172
CRONE,['K R OW N'],['CRONE'],229759
CRONEN,"['K R OW', 'N AH N']","['CRO', 'NEN']",13529
CRONER,"['K R OW', 'N ER']","['CRO', 'NER']",37569
CRONIN,"['K R OW', 'N IH N']","['CRO', 'NIN']",593423
CRONK,['K R AA NG K'],['CRONK'],88397
CRONKHITE,"['K R AA NG', 'K HH AY T']",['CRONKHITE'],20826
CRONUS,"['K R OW', 'N AH S']","['CRO', 'NUS']",66343
CRONY,"['K R OW', 'N IY']","['CRO', 'NY']",137861
CRONYISM,"['K R OW', 'N IY', 'IH', 'Z AH M']","['CRO', 'NYI', 'SM']",175775
CROOK,['K R UH K'],['CROOK'],1067661
CROOKE,['K R UH K'],"['CROO', 'KE']",43815
CROOKED,"['K R UH', 'K AH D']","['CROO', 'KED']",1743363
CROOKEDNESS,"['K R UH', 'K AH', 'D N AH S']","['CROO', 'KED', 'NESS']",14767
CROOKER,"['K R UH', 'K ER']","['CROO', 'KER']",25993
CROOKS,['K R UH K S'],['CROOKS'],1081161
CROOM,['K R UW M'],['CROOM'],129913
CROON,['K R UW N'],['CROON'],65773
CROONER,"['K R UW', 'N ER']","['CROO', 'NER']",121842
CROONING,"['K R UW', 'N IH NG']","['CROO', 'NING']",78170
CROONS,['K R UW N Z'],['CROONS'],31053
CROP,['K R AA P'],['CROP'],11244764
CROPLAND,"['K R AA', 'P L AE N D']","['CRO', 'PLAND']",337419
CROPLEY,"['K R AA', 'P L IY']","['CRO', 'PLEY']",21244
CROPP,['K R AA P'],['CROPP'],44428
CROPPED,['K R AA P T'],"['CRO', 'PPED']",1017807
CROPPER,"['K R AA', 'P ER']","['CRO', 'PPER']",222371
CROPPING,"['K R AA', 'P IH NG']","['CRO', 'PPING']",1089740
CROPS,['K R AA P S'],['CROPS'],7931319
CROPSEY,"['K R AA', 'P S IY']","['CRO', 'PSEY']",42952
CROQUET,"['K R OW', 'K EY']","['CRO', 'QUET']",571392
CROS,['K R AO S'],['CROS'],158565
CROSBIE,"['K R AO Z', 'B IY']","['CROS', 'BIE']",499762
CROSS,['K R AO S'],['CROSS'],74230978
CROSSAN,"['K R AA', 'S AH N']","['CRO', 'SSAN']",64000
CROSSBORDER,"['K R AO S', 'B AO R', 'D ER']","['CROSS', 'BOR', 'DER']",14406
CROSSCURRENTS,"['K R AO S', 'K ER', 'AH N T S']","['CROSS', 'CUR', 'RENTS']",34606
CROSSE,['K R AA S'],"['CRO', 'SSE']",1665028
CROSSED,['K R AO S T'],"['CRO', 'SSED']",4962660
CROSSEN,"['K R AO', 'S AH N']","['CRO', 'SSEN']",24789
CROSSER,"['K R AO', 'S ER']","['CRO', 'SSER']",47850
CROSSES,"['K R AO', 'S IH Z']","['CRO', 'SSES']",2991145
CROSSETT,"['K R AA', 'S IH T']","['CRO', 'SSETT']",116625
CROSSIN,"['K R AA', 'S IH N']","['CRO', 'SSIN']",46845
CROSSING,"['K R AO', 'S IH NG']","['CRO', 'SSING']",10528114
CROSSINGS,"['K R AO', 'S IH NG Z']","['CRO', 'SSINGS']",1575678
CROSSON,"['K R AA', 'S AH N']","['CRO', 'SSON']",39711
CROSSOVER,"['K R AO', 'S OW', 'V ER']","['CRO', 'SSO', 'VER']",2735826
CROSSPIECES,"['K R AO S', 'P IY', 'S AH Z']","['CROSS', 'PIE', 'CES']",18371
CROSSROAD,"['K R AO', 'S R OW D']","['CRO', 'SSROAD']",249541
CROSSROADS,"['K R AO', 'S R OW D Z']","['CRO', 'SSROADS']",2940390
CROSSVILLE,"['K R AA', 'S V IH L']","['CROSS', 'VI', 'LLE']",265564
CROSSWHITE,"['K R AA', 'S W AY T']","['CRO', 'SSWHITE']",19737
CROSTHWAITE,"['K R AA', 'S TH W AH T']","['CROS', 'THWAITE']",61717
CROTCH,['K R AA CH'],['CROTCH'],1039119
CROTCHETY,"['K R AA', 'CH AH', 'T IY']","['CROT', 'CHE', 'TY']",34503
CROTEAU,"['K R AH', 'T OW']","['CRO', 'TEAU']",82828
CROTHERS,"['K R AH', 'DH ER Z']","['CRO', 'THERS']",72466
CROTTS,['K R AA T S'],['CROTTS'],22583
CROTTY,"['K R AA', 'T IY']","['CRO', 'TTY']",111176
CROTZER,"['K R OW', 'T Z ER']","['CROT', 'ZER']",12780
CROUCH,['K R AW CH'],['CROUCH'],1009495
CROUCHED,['K R AW CH T'],"['CROU', 'CHED']",256886
CROUCHER,"['K R AW', 'CH ER']","['CROU', 'CHER']",50278
CROUCHING,"['K R AW', 'CH IH NG']","['CROU', 'CHING']",508443
CROUP,['K R UW P'],['CROUP'],149483
CROUSE,['K R AW S'],['CROUSE'],253994
CROUT,['K R AW T'],['CROUT'],14132
CROW,['K R OW'],['CROW'],4592109
CROWD,['K R AW D'],['CROWD'],11409218
CROWDED,"['K R AW', 'D AH D']","['CROW', 'DED']",3236969
CROWDS,['K R AW D Z'],['CROWDS'],2439262
CROWE,['K R OW'],['CROWE'],1521823
CROWL,['K R AW L'],['CROWL'],32654
CROWN,['K R AW N'],['CROWN'],16651038
CROWNS,['K R AW N Z'],['CROWNS'],1372974
CROWS,['K R OW Z'],['CROWS'],1294733
CROWTHER,"['K R AW', 'DH ER']","['CROW', 'THER']",285572
CROXTON,"['K R AA K S', 'T AH N']","['CROX', 'TON']",41008
CROY,['K R OY'],['CROY'],85564
CROYLE,['K R OY L'],['CROYLE'],44586
CRUCE,['K R UW S'],['CRUCE'],33221
CRUCES,"['K R UW', 'S IY Z']","['CRU', 'CES']",899225
CRUCIAL,"['K R UW', 'SH AH L']","['CRU', 'CIAL']",9880976
CRUCIALLY,"['K R UW', 'SH AH', 'L IY']","['CRU', 'CIA', 'LLY']",360321
CRUCIBLE,"['K R UW', 'S AH', 'B AH L']","['CRU', 'CI', 'BLE']",561747
CRUCIFIED,"['K R UW', 'S AH', 'F AY D']","['CRU', 'CI', 'FIED']",691548
CRUCIFIX,"['K R UW', 'S AH', 'F IH K S']","['CRU', 'CI', 'FIX']",446602
CRUCIFIXES,"['K R UW', 'S AH', 'F IH', 'K S IH Z']","['CRU', 'CI', 'FI', 'XES']",181675
CRUCIFIXION,"['K R UW', 'S IH', 'F IH', 'K SH AH N']","['CRU', 'CI', 'FI', 'XION']",545878
CRUCIFY,"['K R UW', 'S AH', 'F AY']","['CRU', 'CI', 'FY']",146650
CRUD,['K R AH D'],['CRUD'],363064
CRUDDY,"['K R AH', 'D IY']","['CRU', 'DDY']",44206
CRUDE,['K R UW D'],['CRUDE'],5119129
CRUDELY,"['K R UW', 'D L IY']","['CRU', 'DE', 'LY']",162784
CRUDES,['K R UW D Z'],"['CRU', 'DES']",25850
CRUDUP,"['K R AH', 'D AH P']","['CRU', 'DUP']",85447
CRUEL,"['K R UW', 'AH L']",['CRUEL'],4180956
CRUELEST,"['K R UW', 'L AH S T']","['CRUE', 'LEST']",65935
CRUELLY,"['K R UW', 'L IY']","['CRUE', 'LLY']",369913
CRUGER,"['K R UW', 'JH ER']","['CRU', 'GER']",44985
CRUICKSHANK,"['K R UH', 'K SH AE NG K']",['CRUICKSHANK'],133438
CRUIKSHANK,"['K R UW', 'IH', 'K SH AE NG K']","['CRUIK', 'SHANK']",102572
CRUISE,['K R UW Z'],"['CRUI', 'SE']",27827938
CRUISED,['K R UW Z D'],"['CRUI', 'SED']",248855
CRUISER,"['K R UW', 'Z ER']","['CRUI', 'SER']",3735652
CRUISERS,"['K R UW', 'Z ER Z']","['CRUI', 'SERS']",1343786
CRUISES,"['K R UW', 'Z IH Z']","['CRUI', 'SES']",17517416
CRUISING,"['K R UW', 'Z IH NG']","['CRUI', 'SING']",3493890
CRULL,['K R AH L'],['CRULL'],14562
CRUM,['K R AH M'],['CRUM'],270518
CRUMB,['K R AH M'],['CRUMB'],673404
CRUMBLE,"['K R AH M', 'B AH L']","['CRUM', 'BLE']",477166
CRUMBLES,"['K R AH M', 'B AH L Z']","['CRUM', 'BLES']",184026
CRUMBLING,"['K R AH M', 'B AH', 'L IH NG']","['CRUM', 'BLING']",560502
CRUMBS,['K R AH M Z'],['CRUMBS'],874286
CRUME,['K R UW M'],['CRUME'],14649
CRUMMEY,"['K R AH', 'M IY']","['CRU', 'MMEY']",27425
CRUMMY,"['K R AH', 'M IY']","['CRU', 'MMY']",172255
CRUMP,['K R AH M P'],['CRUMP'],328553
CRUMPACKER,"['K R AH M', 'P AH', 'K ER']","['CRUM', 'PA', 'CKER']",13012
CRUMPLE,"['K R AH M', 'P AH L']","['CRUM', 'PLE']",76252
CRUMPLER,"['K R AH M', 'P AH', 'L ER']","['CRUM', 'PLER']",416677
CRUMPTON,"['K R AH M', 'P T AH N']",['CRUMPTON'],51870
CRUNCH,['K R AH N CH'],['CRUNCH'],1794603
CRUNCHED,['K R AH N CH T'],"['CRUN', 'CHED']",109208
CRUNCHER,"['K R AH N', 'CH ER']","['CRUN', 'CHER']",123343
CRUNCHERS,"['K R AH N', 'CH ER Z']","['CRUN', 'CHERS']",51166
CRUNCHES,"['K R AH N', 'CH IH Z']","['CRUN', 'CHES']",167925
CRUNCHING,"['K R AH N', 'CH IH NG']","['CRUN', 'CHING']",379128
CRUNCHY,"['K R AH N', 'CH IY']","['CRUN', 'CHY']",708304
CRUNK,['K R AH NG K'],['CRUNK'],303067
CRUPI,"['K R UW', 'P IY']","['CRU', 'PI']",28916
CRUSADE,"['K R UW', 'S EY D']","['CRU', 'SADE']",1876773
CRUSADER,"['K R UW', 'S EY', 'D ER']","['CRU', 'SA', 'DER']",949772
CRUSADERS,"['K R UW', 'S EY', 'D ER Z']","['CRU', 'SA', 'DERS']",868725
CRUSADES,"['K R UW', 'S EY D Z']","['CRU', 'SA', 'DES']",622814
CRUSADING,"['K R UW', 'S EY', 'D IH NG']","['CRU', 'SA', 'DING']",117403
CRUSE,['K R UW Z'],['CRUSE'],223824
CRUSH,['K R AH SH'],['CRUSH'],3576348
CRUSHED,['K R AH SH T'],"['CRU', 'SHED']",2840208
CRUSHER,"['K R AH', 'SH ER']","['CRU', 'SHER']",695578
CRUSHERS,"['K R AH', 'SH ER Z']","['CRU', 'SHERS']",236297
CRUSHES,"['K R AH', 'SH IH Z']","['CRU', 'SHES']",328146
CRUSHING,"['K R AH', 'SH IH NG']","['CRU', 'SHING']",1391123
CRUSOE,"['K R UW', 'S OW']","['CRU', 'SOE']",357724
CRUST,['K R AH S T'],['CRUST'],2267452
CRUSTACEAN,"['K R AH S', 'T EY', 'SH AH N']","['CRUS', 'TA', 'CEAN']",194829
CRUSTACEANS,"['K R AH S', 'T EY', 'SH AH N Z']","['CRUS', 'TA', 'CEANS']",391562
CRUSTAL,"['K R AH S', 'T AH L']","['CRUS', 'TAL']",364082
CRUSTED,"['K R AH S', 'T IH D']","['CRUS', 'TED']",242937
CRUSTS,['K R AH S T S'],['CRUSTS'],270189
CRUSTY,"['K R AH S', 'T IY']","['CRUS', 'TY']",459667
CRUTCH,['K R AH CH'],['CRUTCH'],298836
CRUTCHER,"['K R AH', 'CH ER']","['CRUT', 'CHER']",136176
CRUTCHES,"['K R AH', 'CH IH Z']","['CRUT', 'CHES']",403339
CRUTCHFIELD,"['K R AH', 'CH F IY L D']",['CRUTCHFIELD'],667078
CRUTCHLEY,"['K R AH', 'CH L IY']","['CRUT', 'CHLEY']",19579
CRUX,['K R AH K S'],['CRUX'],630081
CRUZ,['K R UW Z'],['CRUZ'],8604297
CRUZADO,"['K R UW', 'Z AA', 'D OW']","['CRU', 'ZA', 'DO']",23158
CRUZAN,"['K R UW', 'Z AH N']","['CRU', 'ZAN']",44999
CRUZE,['K R UW Z'],['CRUZE'],119514
CRY,['K R AY'],['CRY'],11624610
CRYAN,"['K R AY', 'AH N']",['CRYAN'],31664
CRYBABY,"['K R AY', 'B EY', 'B IY']","['CRY', 'BA', 'BY']",118595
CRYE,['K R AY'],['CRYE'],27252
CRYER,"['K R AY', 'ER']",['CRYER'],158006
CRYING,"['K R AY', 'IH NG']",['CRYING'],4891725
CRYOGENIC,"['K R AY', 'AH', 'JH EH', 'N IH K']","['CRYO', 'G', 'GNIC']",854862
CRYOGENICS,"['K R AY', 'AH', 'JH EH', 'N IH K S']","['CRYO', 'G', 'GNICS']",127195
CRYOLITE,"['K R AY', 'AH', 'L AY T']","['CRYO', 'LITE']",21391
CRYONICS,"['K R AY', 'AO', 'N IH K S']","['CRYO', 'NICS']",136179
CRYPT,['K R IH P T'],['CRYPT'],1904607
CRYPTIC,"['K R IH', 'P T IH K']","['CRYP', 'TIC']",795088
CRYPTO,"['K R IH', 'P T OW']","['CRYP', 'TO']",1915914
CRYPTOSPORIDIUM,"['K R IH', 'P T OW S', 'P AO R', 'IH', 'D IY', 'AH M']","['CRYP', 'TOS', 'POR', 'I', 'DIUM']",279461
CRYPTS,['K R IH P T S'],['CRYPTS'],95267
CRYSLER,"['K R IH', 'S AH', 'L ER']","['CRYS', 'LER']",43097
CRYSTAL,"['K R IH S', 'T AH L']","['CRYS', 'TAL']",29344419
CRYSTALLINE,"['K R IH S', 'T AH', 'L AY N']","['CRYS', 'TA', 'LLINE']",1319380
CRYSTALLIZE,"['K R IH S', 'T AH', 'L AY Z']","['CRYS', 'TA', 'LLIZE']",110948
CRYSTALLIZED,"['K R IH S', 'T AH', 'L AY Z D']","['CRYS', 'TA', 'LLI', 'ZED']",258740
CRYSTALLIZES,"['K R IH S', 'T AH', 'L AY', 'Z IH Z']","['CRYS', 'TA', 'LLI', 'ZES']",46195
CRYSTALLIZING,"['K R IH S', 'T AH', 'L AY', 'Z IH NG']","['CRYS', 'TA', 'LLI', 'ZING']",38063
CRYSTALLOGRAPHY,"['K R IH S', 'T AH', 'L AA', 'G R AH', 'F IY']","['CRYS', 'TA', 'LLO', 'GRA', 'PHY']",560845
CRYSTALS,"['K R IH S', 'T AH L Z']","['CRYS', 'TALS']",5008586
CSAR,['Z AA R'],['CSAR'],66899
CUADRA,"['K UW', 'AA', 'D R AH']","['CUA', 'DRA']",58852
CUADRADO,"['K UW', 'AA', 'D R AA', 'D OW']","['CUA', 'DR', 'DDO']",18116
CUAUHTEMOC,"['K Y UW', 'AW', 'T AH', 'M AA K']","['CUAUH', 'T', 'TMOC']",27406
CUB,['K AH B'],['CUB'],2235775
CUBA,"['K Y UW', 'B AH']","['CU', 'BA']",13111342
CUBAN,"['K Y UW', 'B AH N']","['CU', 'BAN']",4974134
CUBANS,"['K Y UW', 'B AH N Z']","['CU', 'BANS']",424531
CUBBAGE,"['K AH', 'B IH JH']","['CU', 'BBAGE']",23280
CUBBIES,"['K AH', 'B IY Z']","['CU', 'BBIES']",74058
CUBBYHOLE,"['K AH', 'B IY', 'HH OW L']","['CU', 'BBY', 'HOLE']",14594
CUBE,['K Y UW B'],['CUBE'],7200844
CUBED,['K Y UW B D'],"['CU', 'BED']",426932
CUBES,['K Y UW B Z'],"['CU', 'BES']",1887321
CUBIC,"['K Y UW', 'B IH K']","['CU', 'BIC']",5774261
CUBICLE,"['K Y UW', 'B IH', 'K AH L']","['CU', 'BI', 'CLE']",678968
CUBICLES,"['K Y UW', 'B IH', 'K AH L Z']","['CU', 'BI', 'CLES']",375865
CUBISM,"['K Y UW', 'B IH', 'Z AH M']","['CU', 'BI', 'SM']",226011
CUBIST,"['K Y UW', 'B IH S T']","['CU', 'BIST']",169125
CUBIT,"['K Y UW', 'B IH T']","['CU', 'BIT']",133644
CUBS,['K AH B Z'],['CUBS'],3863171
CUCCIA,"['K UW', 'CH AH']","['CU', 'CCIA']",13264
CUCKOO,"['K AH', 'K UW']","['CU', 'CKOO']",1045203
CUCKOOS,"['K UW', 'K UW Z']","['CU', 'CKOOS']",75667
CUCO,"['K UW', 'K OW']","['CU', 'CO']",13453
CUCUMBER,"['K Y UW', 'K AH M', 'B ER']","['CU', 'CUM', 'BER']",1909384
CUCUMBERS,"['K Y UW', 'K AH M', 'B ER Z']","['CU', 'CUM', 'BERS']",463636
CUDAHY,"['K AH', 'D AH', 'HH IY']","['CU', 'DA', 'HY']",176588
CUDD,['K AH D'],['CUDD'],28514
CUDDIHY,"['K AH', 'D IH', 'HH IY']","['CU', 'DDI', 'HY']",17441
CUDDLE,"['K AH', 'D AH L']",['CUDDLE'],531391
CUDDLED,"['K AH', 'D AH L D']",['CUDDLED'],110978
CUDDLING,"['K AH', 'D L IH NG']",['CUDDLING'],219984
CUDDLY,"['K AH', 'D L IY']",['CUDDLY'],789500
CUDDY,"['K AH', 'D IY']","['CU', 'DDY']",218200
CUDE,['K Y UW D'],['CUDE'],13154
CUDGEL,"['K AH', 'JH AH L']","['CUD', 'GEL']",68912
CUDGELS,"['K AH', 'JH AH L Z']","['CUD', 'GELS']",20879
CUDMORE,"['K AH', 'D M AO R']","['CUD', 'MORE']",26061
CUDNEY,"['K AH', 'D N IY']","['CUD', 'NEY']",12951
CUDWORTH,"['K AH', 'D W ER TH']","['CUD', 'WORTH']",34070
CUE,['K Y UW'],['CUE'],3810147
CUED,['K Y UW D'],['CUED'],157219
CUELLAR,"['K Y UW', 'L ER']","['CUE', 'LLAR']",115349
CUELLO,"['K UW', 'EH', 'L OW']","['CUE', 'LLO']",30345
CUENCA,"['K W EH N', 'K AH']","['CUE', 'NCA']",264929
CUERVO,"['K UH R', 'V OW']","['CUER', 'VO']",140953
CUES,['K Y UW Z'],['CUES'],2586257
CUEVA,"['K W EH', 'V AH']","['CUE', 'VA']",69926
CUEVAS,"['K W EH', 'V AA Z']","['CUE', 'VAS']",193354
CUFF,['K AH F'],['CUFF'],2625819
CUFFE,['K AH F'],"['CU', 'FFE']",55408
CUFFED,['K AH F T'],"['CU', 'FFED']",231174
CUFFS,['K AH F S'],['CUFFS'],1408615
CUGINI,"['K UW', 'JH IY', 'N IY']","['CU', 'GI', 'NI']",13332
CUIDADO,"['K W IY', 'D AE', 'D OW']","['CUI', 'DA', 'DO']",102888
CUING,"['K Y UW', 'IH NG']",['CUING'],24687
CUISINART,"['K W IY', 'S IH', 'N AA R T']","['CUI', 'SI', 'NART']",1196203
CUISINE,"['K W IH', 'Z IY N']","['CUI', 'SINE']",8575966
CUISINES,"['K W IH', 'Z IY N Z']","['CUI', 'SI', 'NES']",988926
CUL,['K AH L'],['CUL'],1384373
CULBERSON,"['K AH L', 'B ER', 'S AH N']","['CUL', 'BER', 'SON']",137448
CULBERTSON,"['K AH L', 'B ER', 'T S AH N']","['CUL', 'BER', 'TSON']",250466
CULBRETH,"['K AH L', 'B R IH TH']","['CUL', 'BRETH']",26607
CULEX,"['K Y UW', 'L EH K S']","['CU', 'LEX']",100163
CULINARY,"['K Y UW', 'L IH', 'N EH R', 'IY']","['CU', 'LI', 'NAR', 'Y']",4292898
CULL,['K AH L'],['CULL'],451434
CULLED,['K AH L D'],"['CU', 'LLED']",416654
CULLEN,"['K AH', 'L AH N']","['CU', 'LLEN']",1357674
CULLER,"['K AH', 'L ER']","['CU', 'LLER']",93477
CULLET,"['K AH', 'L AH T']","['CU', 'LLET']",31455
CULLETON,"['K UW', 'L IH', 'T AA N']","['CU', 'LLE', 'TON']",22277
CULLEY,"['K AH', 'L IY']","['CU', 'LLEY']",77451
CULLIGAN,"['K AH', 'L IH', 'G AH N']","['CU', 'LLI', 'GAN']",142148
CULLIMORE,"['K AH', 'L IY', 'M AO R']","['CU', 'LLI', 'MORE']",24647
CULLIN,"['K AH', 'L IH N']","['CU', 'LLIN']",57167
CULLINAN,"['K AH', 'L IH', 'N AH N']","['CU', 'LLI', 'NAN']",162875
CULLINANE,"['K AH', 'L IH', 'N EY N']","['CU', 'LLI', 'NANE']",46718
CULLING,"['K AH', 'L IH NG']","['CU', 'LLING']",335765
CULLINS,"['K AH', 'L IH N Z']","['CU', 'LLINS']",32329
CULLISON,"['K AH', 'L IH', 'S AH N']","['CU', 'LLI', 'SON']",17381
CULLOM,"['K AH', 'L AH M']","['CU', 'LLOM']",46419
CULLUM,"['K AH', 'L AH M']","['CU', 'LLUM']",320365
CULLY,"['K AH', 'L IY']","['CU', 'LLY']",121207
CULMINATES,"['K AH L', 'M IH', 'N EY T S']","['CUL', 'MI', 'NA', 'TES']",262790
CULMINATION,"['K AH L', 'M AH', 'N EY', 'SH AH N']","['CUL', 'MI', 'NA', 'TION']",673218
CULP,['K AH L P'],['CULP'],285587
CULPABLE,"['K AH L', 'P AH', 'B AH L']","['CUL', 'PA', 'BLE']",222092
CULPEPPER,"['K AH L', 'P IH', 'P ER']","['CUL', 'PE', 'PPER']",337915
CULPRIT,"['K AH L', 'P R IH T']","['CUL', 'PRIT']",722061
CULPRITS,"['K AH L', 'P R IH T S']","['CUL', 'PRITS']",300928
CULT,['K AH L T'],['CULT'],6358930
CULTIST,"['K AH L', 'T AH S T']","['CUL', 'TIST']",48202
CULTISTS,"['K AH L', 'T IH S T S']","['CUL', 'TISTS']",86382
CULTIVATE,"['K AH L', 'T AH', 'V EY T']","['CUL', 'TI', 'VATE']",1133655
CULTIVATED,"['K AH L', 'T AH', 'V EY', 'T IH D']","['CUL', 'TI', 'VA', 'TED']",1766032
CULTIVATES,"['K AH L', 'T IH', 'V EY T S']","['CUL', 'TI', 'VA', 'TES']",123328
CULTIVATING,"['K AH L', 'T IH', 'V EY', 'T IH NG']","['CUL', 'TI', 'VA', 'TING']",740719
CULTIVATION,"['K AH L', 'T IH', 'V EY', 'SH AH N']","['CUL', 'TI', 'VA', 'TION']",2494830
CULTS,['K AH L T S'],['CULTS'],791725
CULTURAL,"['K AH L', 'CH ER', 'AH L']","['CUL', 'TUR', 'AL']",42022443
CULTURALISM,"['K AH L', 'CH ER', 'AH', 'L IH', 'Z AH M']","['CUL', 'TUR', 'A', 'LI', 'SM']",47260
CULTURALLY,"['K AH L', 'CH ER', 'AH', 'L IY']","['CUL', 'TUR', 'A', 'LLY']",2059882
CUM,['K AH M'],['CUM'],42048929
CUMBER,"['K AH M', 'B ER']","['CUM', 'BER']",30015
CUMBERBATCH,"['K AH M', 'B ER', 'B AE CH']","['CUM', 'BER', 'BATCH']",18652
CUMBERLAND,"['K AH M', 'B ER', 'L AH N D']","['CUM', 'BER', 'LAND']",3734672
CUMBERSOME,"['K AH M', 'B ER', 'S AH M']","['CUM', 'BER', 'SOME']",928240
CUMBIA,"['K AH M', 'B IY', 'AH']","['CUM', 'BIA']",140443
CUMBIE,"['K AH M', 'B IY']","['CUM', 'BIE']",17763
CUMIN,"['K Y UW', 'M AH N']","['CU', 'MIN']",612220
CUMINGS,"['K UW', 'M IH NG Z']","['CU', 'MINGS']",31597
CUMMING,"['K AH', 'M IH NG']","['CU', 'MMING']",2403813
CUMMINGS,"['K AH', 'M IH NG Z']","['CU', 'MMINGS']",2138422
CUMMINGTON,"['K AH', 'M IH NG', 'T AH N']","['CU', 'MMING', 'TON']",83789
CUMMINS,"['K AH', 'M IH N Z']","['CU', 'MMINS']",1171350
CUMMISKEY,"['K AH', 'M IH S', 'K IY']","['CU', 'MMIS', 'KEY']",25057
CUMULATIVE,"['K Y UW', 'M Y AH', 'L AH', 'T IH V']","['CU', 'MU', 'LA', 'TIVE']",6449838
CUMULATIVELY,"['K Y UW', 'M Y AH', 'L AH', 'T IH', 'V L IY']","['CU', 'MU', 'LA', 'TI', 'VE', 'LY']",189445
CUNANAN,"['K Y UW', 'N AE', 'N AH N']","['CU', 'NA', 'NAN']",26247
CUNARD,"['K Y UW', 'N ER D']","['CU', 'NARD']",421980
CUNDALL,"['K AH N', 'D AH L']","['CUN', 'DALL']",19536
CUNDIFF,"['K AH N', 'D IH F']","['CUN', 'DIFF']",60705
CUNDY,"['K AH N', 'D IY']","['CUN', 'DY']",37743
CUNEIFORM,"['K Y UW', 'N IY', 'AH', 'F AO R M']","['CU', 'NEI', 'FORM']",196789
CUNEO,"['K Y UW', 'N IY', 'OW']","['CU', 'NEO']",157322
CUNHA,"['K UW', 'NG AH']","['CUN', 'HA']",341881
CUNLIFFE,"['K AH', 'N L IH F']","['CUN', 'LI', 'FFE']",110778
CUNNANE,"['K AH', 'N AH N']","['CU', 'NNANE']",18734
CUNNEEN,"['K AH', 'N IY N']","['CU', 'NNEEN']",20323
CUNNIFF,"['K AH', 'N IH F']","['CU', 'NNIFF']",20839
CUNNILINGUS,"['K AH', 'N AH', 'L IH NG', 'G AH S']","['CU', 'NNI', 'LING', 'US']",306162
CUNNING,"['K AH', 'N IH NG']","['CU', 'NNING']",979573
CUNNINGHAM,"['K AH', 'N IH NG', 'HH AE M']","['CU', 'NNING', 'HAM']",3253219
CUNNINGTON,"['K AH', 'N IH NG', 'T AH N']","['CU', 'NNING', 'TON']",29499
CUNT,['K AH N T'],['CUNT'],5737830
CUNY,"['K Y UW', 'N IY']","['CU', 'NY']",469589
CUOCO,"['K W OW', 'K OW']","['CUO', 'CO']",54064
CUOMO,"['K W OW', 'M OW']","['CUO', 'MO']",224831
CUONG,['K W AO NG'],['CUONG'],54983
CUOZZO,"['K W OW', 'Z OW']","['CUO', 'ZZO']",28023
CUP,['K AH P'],['CUP'],45032014
